,station_id,elevation,lat,lon,original_id
879,Wolfach_2,296.0,48.2953,8.2391,5664
880,Wolfsburg (Südwest)_3,82.0,52.3962,10.6892,5676
881,Wollin_2,40.0,52.2813,12.458,5684
882,Dachsberg-Wolpadingen_3,880.0,47.7003,8.1057,5688
883,Worms_4,88.0,49.6051,8.3659,5692
884,Wünnenberg-Eilern_3,312.0,51.5427,8.7784,5699
885,Würzburg_4,268.0,49.7704,9.9576,5705
886,Wüstenrot-Oberheimbach_2,392.0,49.1296,9.4945,5711
887,Wuppertal-Buchenhofen_4,134.0,51.2256,7.1052,5717
888,Wurmannsquick-Egelsberg_2,473.5,48.3569,12.7679,5721
889,Rot an der Rot-Buch_1,690.0,47.9589,10.0139,5724
890,Wustrow_3,6.0,52.7606,14.2174,5729
891,Wutöschingen-Ofteringen_3,394.5,47.6783,8.3801,5731
892,Wrixum/Föhr_8,8.0,54.6928,8.5271,5732
893,Xanten_6,20.0,51.697,6.3974,5733
894,Zehdenick_4,51.0,52.9663,13.3268,5745
895,Zeitz_3,264.0,51.0314,12.1495,5750
896,Zemmer (Forsthaus Mülchen)_0,293.0,49.8709,6.7074,5758
897,Zernien_2,83.0,53.0704,10.8831,5762
898,Freyburg/Unstrut-Zeuchfeld_3,140.71,51.238,11.8295,5763
899,Heeslingen-Wiersdorf_5,27.0,53.2989,9.3352,5767
900,Zinnwald-Georgenfeld_3,876.62,50.7314,13.7516,5779
901,Zugspitze_1,2964.5,47.421,10.9848,5792
902,Zusmarshausen_5,443.0,48.424,10.5924,5793
903,Lichtentanne_3,348.5,50.6879,12.4329,5797
904,Zwiesel_2,614.7,49.028,13.2385,5800
905,Mansfeld-Annarode_6,321.0,51.5504,11.403,5814
906,Bassum_4,40.0,52.863,8.6988,5822
907,Berge_3,40.0,52.6198,12.7867,5825
908,Emden_1,-0.27,53.3881,7.2287,5839
909,Enzklösterle_6,600.0,48.6671,8.47,5840
910,Friedland_3,24.0,53.6557,13.5369,5854
911,Fürstenzell_2,476.4,48.5451,13.3532,5856
912,Hahn_0,497.0,49.9463,7.2645,5871
913,Mannheim_17,98.0,49.5063,8.5584,5906
914,Schönhagen (Ostseebad)_1,0.79,54.641,10.0238,5930
915,Reit im Winkl_10,685.5,47.6754,12.4698,5941
916,Rosenthal-Bielatal_7,460.0,50.8377,14.0719,5943
917,Wendisch Evern_0,62.0,53.2139,10.4704,6093
918,Hahnheim_0,120.0,49.8626,8.2311,6100
919,Ostenfeld (Rendsburg)_1,14.0,54.3194,9.8051,6105
920,Grambow-Schwennenz_1,50.0,53.3837,14.3728,6109
921,Sohland/Spree_0,290.5,51.0593,14.4266,6129
922,Wangerland-Hooksiel_1,8.0,53.641,8.0808,6157
923,Weidenbach-Weiherschneidbach_0,454.0,49.2249,10.6085,6158
924,Dörpen_2,8.0,52.9542,7.3196,6159
925,Osterhofen-Thundorf_0,310.5,48.7577,13.0134,6161
926,Dörnick_0,27.03,54.1654,10.3519,6163
927,Coschen_2,39.1,52.0192,14.7254,6170
928,Berchtesgaden_1,599.0,47.6392,13.0068,6190
929,Kirchberg/Niederbayern -Zell_1,683.5,48.9023,13.1442,6191
930,Scheßlitz-Köttensdorf_0,304.5,49.956,11.0189,6195
931,Lügde-Paenbruch_1,258.0,51.8664,9.271,6197
932,Steinhagen-Negast_1,17.0,54.2484,13.0418,6199
933,Königsberg/Bayern-Holzhausen_1,261.5,50.0785,10.4887,6200
934,Simmershofen-Adelhofen_0,339.0,49.5334,10.1546,6201
935,Ramsau-Schwarzeck/Schmuck_0,1087.5,47.6279,12.9015,6203
936,Lam-Lambach_0,688.5,49.2154,13.0662,6215
937,Trausnitz-Reisach_0,463.5,49.5321,12.2798,6216
938,Saarbrücken-Burbach_0,190.0,49.2406,6.9351,6217
939,Jachenau-Tannern_1,723.0,47.6279,11.5166,6257
940,Friedrichshafen-Unterraderach_0,461.0,47.6845,9.4409,6258
941,Großerlach-Mannenweiler_0,523.5,49.021,9.6033,6259
942,Ingelfingen-Stachenhausen_0,385.0,49.3328,9.704,6260
943,Schwäbisch Gmünd-Weiler_0,412.0,48.7695,9.8737,6262
944,Singen_0,445.0,47.7738,8.8219,6263
945,Brilon-Thülen_0,457.0,51.414,8.65,6264
946,Wusterwitz_0,35.9,52.3613,12.3867,6265
947,Huy-Pabstorf_1,112.0,52.0304,10.9626,6266
948,Uhlstädt-Kirchhasel-Niederkrossen_1,172.6,50.7577,11.5178,6268
949,Klingenthal-Kamerun_0,730.5,50.3594,12.4836,6269
950,Römhild-Sülzdorf_0,330.0,50.4099,10.4901,6270
951,Crossen/Elster-Nickelsdorf_0,273.9,50.9771,12.0044,6271
952,Moorgrund Gräfen-Nitzendorf_0,283.0,50.8426,10.2518,6272
953,Demker_0,36.0,52.5075,11.8551,6273
954,Notzingen_0,325.0,48.6705,9.4627,6275
955,Willingen/Hochsauerland_0,584.0,51.2915,8.5981,6303
956,Mühlhausen/Thüringen-Görmar_0,193.0,51.2061,10.4978,6305
957,Karlshagen_2,1.0,54.1049,13.8239,6310
958,Breckerfeld-Wengeberg_0,440.0,51.2488,7.4672,6313
959,Nossen_1,306.0,51.0507,13.3003,6314
960,Lohr/Main-Halsbach_0,288.0,50.0132,9.654,6336
961,Lüdinghausen-Brochtrup_1,59.0,51.7663,7.5194,6337
962,"Steben, Bad_0",605.0,50.3618,11.6223,6338
963,Runkel-Ennerich_0,168.0,50.394,8.1423,6344
964,Maisach-Galgen_0,531.0,48.207,11.2035,6346
965,Schonungen-Mainberg_0,305.0,50.0579,10.2972,6347
966,Elsendorf-Horneck_0,428.5,48.702,11.8493,7075
967,Groß Lukow_1,54.0,53.5255,13.0161,7077
968,Dodow_1,33.0,53.5035,11.0014,7078
969,Berkholz-Meyenburg_0,14.0,53.0443,14.2423,7079
970,Liebenburg-Othfresen_0,187.0,52.0111,10.3966,7099
971,Königheim_0,220.5,49.6208,9.6032,7104
972,Siegsdorf-Höll_0,718.5,47.835,12.6548,7105
973,Bielefeld-Deppendorf_0,105.0,52.0714,8.4565,7106
974,Burladingen-Hausen_0,682.0,48.2962,9.0701,7138
975,Freudenberg/Main-Boxtal_0,193.5,49.7636,9.4063,7187
976,Oebisfelde-Weferlingen-Bösdorf_2,68.0,52.4153,11.0758,7285
977,Hattstedt_0,5.0,54.5268,9.0425,7298
978,Donauwörth-Osterweiler_1,435.0,48.7374,10.7393,7319
979,Olbersleben_0,160.0,51.1507,11.3321,7321
980,Malsburg-Marzell_0,698.5,47.766,7.7214,7322
981,Belgershain_1,150.0,51.2359,12.5517,7323
982,Schneefernerhaus_1,2650.0,47.4167,10.9794,7325
983,Grimma-Kleinbothen_2,134.0,51.1918,12.7645,7326
984,Frankenberg-Altenhain_1,322.5,50.8836,13.0425,7327
985,Ponitz_0,219.0,50.8544,12.4216,7328
986,Treuen_0,465.0,50.5467,12.2863,7329
987,Arnsberg-Neheim_1,159.0,51.4633,7.978,7330
988,Hermaringen-Allewind_0,466.5,48.6099,10.2674,7331
989,Marienberg-Rübenau_1,727.0,50.5803,13.2966,7333
990,Hirschstein-Heyda_1,130.5,51.2651,13.3588,7334
991,Strauch_1,138.0,51.3658,13.5801,7335
992,Dürrhennersdorf_1,331.5,51.0577,14.6128,7337
993,Offenbach-Wetterpark_0,118.5,50.0899,8.7862,7341
994,Deutschneudorf-Brüderwiese_1,689.0,50.62,13.4817,7343
995,Nettetal-Hülst_0,45.0,51.2992,6.2013,7344
996,Prackenbach-Neuhäusl_0,585.0,49.1088,12.8231,7350
997,Feldberg/Mecklenburg_1,115.45,53.3176,13.4175,7351
998,Scharnhorst-Marwede_0,72.0,52.7363,10.344,7361
999,Jeßnitz_2,73.52,51.6818,12.3053,7364
1000,Alfeld_5,143.69,51.9643,9.8072,7367
1001,Eisenach_1,312.4,51.0007,10.3621,7368
1002,Feuchtwangen-Heilbronn_0,475.1,49.1623,10.3661,7369
1003,Waldmünchen_0,498.85,49.391,12.6838,7370
1004,Ballerstedt_1,37.0,52.7321,11.7123,7372
1005,Borkum-Flugplatz_0,3.0,53.5984,6.7024,7373
1006,Ahaus_1,45.5,52.0813,6.9409,7374
1007,Homberg-Schönbornerhof_1,411.0,49.645,7.5003,7375
1008,Bedburg-Weiler Hohenholz_0,101.0,51.0149,6.5173,7378
1009,Wangen/Allgäu-Schwaderberg_0,666.0,47.7096,9.866,7382
1010,Heckelberg_0,82.0,52.7461,13.8427,7389
1011,Hoyerswerda_0,115.9,51.4493,14.2533,7393
1012,Wunsiedel-Schönbrunn_1,622.27,50.0315,11.9745,7394
1013,Gottfrieding_0,350.47,48.6595,12.5388,7395
1014,Hoherodskopf/Vogelsberg_0,739.84,50.5084,9.2246,7396
1015,Leutkirch-Herlazhofen_1,671.73,47.7955,10.0325,7403
1016,Neu-Ulrichstein_0,350.01,50.7513,9.0224,7410
1017,Neuhütten/Spessart_1,339.5,50.0083,9.4238,7412
1018,Sankt Egidien-Kuhschnappel_1,321.0,50.802,12.6366,7418
1019,Langenwetzendorf-Göttendorf_0,388.5,50.661,12.0756,7419
1020,Naumburg/Saale-Kreipitzsch_2,246.0,51.1044,11.7112,7420
1021,Föritztal-Neuhaus-Schierschnitz_1,383.0,50.325,11.2395,7421
1022,Hähnichen-Trebus_1,163.0,51.3443,14.8387,7423
1023,Piding_0,456.5,47.7724,12.9073,7424
1024,Rinteln-Volksen_0,212.0,52.1384,9.1119,7425
1025,Padenstedt (Pony-Park)_0,16.5,54.0188,9.9255,7427
1026,Veilsdorf_0,397.0,50.4167,10.8156,7428
1027,Seckach_0,336.0,49.4249,9.3316,7429
1028,Rentweinsdorf-Treinfeld_0,258.0,50.0615,10.8129,7430
1029,Oberhaching-Laufzorn_0,603.5,48.013,11.5524,7431
1030,Wittingen-Vorhop_0,71.5,52.6423,10.6627,7432
1031,Wallmenroth_0,172.0,50.7893,7.828,7499
1032,Badewitz bei Zerbst_1,82.0,52.0223,12.1597,7500
1033,Wilsdruff-Mohorn_0,285.0,51.0063,13.471,13654
1034,Ostbevern-Schirlheide_0,55.0,52.0087,7.8519,13669
1035,Duisburg-Baerl_0,24.0,51.5088,6.7018,13670
1036,Overath-Böke_0,221.0,50.9655,7.2753,13671
1037,Waibstadt_1,236.63,49.2943,8.9053,13674
1038,Hameln-Hastenbeck_0,77.0,52.0818,9.4077,13675
1039,Weddelbrook_0,18.0,53.9005,9.8308,13687
1040,Pegau_1,128.0,51.1693,12.2618,13688
1041,Waltrop-Abdinghof_0,60.0,51.5966,7.4048,13696
1042,Lauchheim (Berghof)_0,504.0,48.8767,10.2413,13698
1043,Lehrte-Sievershausen_0,66.0,52.3667,10.1266,13699
1044,Gevelsberg-Oberbröking_0,203.0,51.3329,7.3412,13700
1045,Landshut-Reithof_0,490.0,48.5734,12.2576,13710
1046,Krölpa-Rockendorf_0,289.0,50.682,11.515,13711
1047,Münchehofe_0,44.1,52.1488,13.8359,13712
1048,Meinerzhagen-Redlendorf_0,386.0,51.0899,7.6289,13713
1049,Biberach an der Riß-Bergerhausen_0,604.0,48.1003,9.8058,13715
1050,Blumberg-Randen_0,818.0,47.819,8.5774,13716
1051,Crimmitschau-Mannichswalde_1,328.0,50.8138,12.2985,13774
1052,Helmstedt-Emmerstedt_0,110.0,52.2467,10.9592,13777
1053,Balingen-Bronnhaupten_0,619.0,48.2639,8.8134,13965
1054,Falkenberg (Grenzschichtmessfeld)_0,73.0,52.1655,14.1224,14138
1055,Birkenau_0,168.0,49.5686,8.7013,14157
1056,Aachen-Orsbach_0,230.99,50.7983,6.0244,15000
1057,Schmarsow_1,19.0,53.8753,13.2101,15003
1058,Schauenburg-Elgershausen_0,317.0,51.2835,9.359,15207
1059,Ulm-Mähringen_0,592.6,48.4418,9.9216,15444
1060,Dietenheim_0,514.5,48.2095,10.0654,15478
1061,Eschenburg-Eibelshausen_0,298.0,50.8053,8.3382,15490
1062,Rehlingen-Ehlbeck_1,65.5,53.0859,10.1611,15512
1063,Heidelberg-Kurpfalzhof_0,105.5,49.3767,8.6177,15514
1064,Kaufbeuren-Oberbeuren_0,815.0,47.8761,10.5849,15555
1065,Aulendorf-Blönried_0,566.5,47.9261,9.5926,15810
1066,Gotha_0,278.0,50.9657,10.6988,19140
1067,Hasenkrug-Hardebek_0,13.0,54.0038,9.8553,19171
1068,Wacken_0,48.0,54.0246,9.388,19172
